pays;reseau;nom;cle;Nobs;echantillon;p60;p300;dispersion;famille;motif
Allemagne;de_gtfsde;;de_gtfsde|363154;3.5;14;85.7;100;14.3;QUARANTAINE;aucun retard superieur a 5 min
Allemagne;de_gtfsde;;de_gtfsde|500596;5;20;60;85;30;A_QUALIFIER;
Allemagne;de_gtfsde;;de_gtfsde|136894;6.8;27;51.9;77.8;33.3;A_QUALIFIER;
Allemagne;de_gtfsde;;de_gtfsde|143091;5.3;21;61.9;95.2;38.1;A_QUALIFIER;
France;fr_sncf;Argenton-sur-Creuse;fr_sncf|UIC87597120;1.8;7;57.1;71.4;14.3;A_QUALIFIER;
France;fr_sncf;Montlouis;fr_sncf|UIC87571273;2;8;100;100;0;QUARANTAINE;100 % des mouvements sous 60 s , aucun retard superieur a 5 min , dispersion 0.0 pt
France;fr_sncf;Diemeringen;fr_sncf|UIC87215665;1.8;7;100;100;0;QUARANTAINE;100 % des mouvements sous 60 s , aucun retard superieur a 5 min , dispersion 0.0 pt
France;fr_sncf;Vitré;fr_sncf|UIC87471508;1;4;100;100;0;QUARANTAINE;100 % des mouvements sous 60 s , aucun retard superieur a 5 min , dispersion 0.0 pt
France;fr_sncf;Le Pouliguen;fr_sncf|UIC87481762;0.8;3;66.7;66.7;33.3;A_QUALIFIER;
France;fr_sncf;Pornichet;fr_sncf|UIC87481747;1;4;75;100;25;QUARANTAINE;aucun retard superieur a 5 min
France;fr_sncf;Calais - Fréthun;fr_sncf|UIC87281071;3.3;13;61.5;76.9;15.4;A_QUALIFIER;
France;fr_sncf;Voreppe;fr_sncf|UIC87747337;1.3;5;100;100;0;QUARANTAINE;100 % des mouvements sous 60 s , aucun retard superieur a 5 min , dispersion 0.0 pt
France;fr_sncf;Réaumont - Saint-Cassien;fr_sncf|UIC87747279;1.3;5;100;100;0;QUARANTAINE;100 % des mouvements sous 60 s , aucun retard superieur a 5 min , dispersion 0.0 pt
Pays-Bas;nl_ovapi;Köln Hbf;nl_ovapi|klnhbf@50.94,6.96;0.3;1;100;100;0;QUARANTAINE;100 % des mouvements sous 60 s , aucun retard superieur a 5 min , dispersion 0.0 pt
Etats-Unis;us_mbta;West Roxbury;us_mbta|westroxbury@42.28,-71.16;8;32;100;100;0;EXCLUE;source rejetee en bloc
Allemagne;de_gtfsde;;de_gtfsde|176910;5.3;21;42.9;90.5;57.1;A_QUALIFIER;
Allemagne;de_gtfsde;;de_gtfsde|279378;5.5;22;50;90.9;40.9;A_QUALIFIER;
Allemagne;de_gtfsde;;de_gtfsde|661323;7.8;31;3.2;25.8;51.6;A_QUALIFIER;
Allemagne;de_gtfsde;;de_gtfsde|571141;6;24;16.7;50;58.3;A_QUALIFIER;
Allemagne;de_gtfsde;;de_gtfsde|353561;3.8;15;40;100;60;QUARANTAINE;aucun retard superieur a 5 min
Allemagne;de_gtfsde;;de_gtfsde|440630;5.8;23;73.9;100;26.1;QUARANTAINE;aucun retard superieur a 5 min
Allemagne;de_gtfsde;;de_gtfsde|529959;4.5;18;72.2;94.4;27.8;A_QUALIFIER;
Allemagne;de_gtfsde;;de_gtfsde|375887;5.3;21;76.2;95.2;23.8;A_QUALIFIER;
Allemagne;de_gtfsde;;de_gtfsde|133069;6;24;58.3;83.3;25;A_QUALIFIER;
France;fr_sncf;St-Etienne-Châtcrx. G Routière;fr_sncf|UIC87698662;1.5;6;100;100;0;QUARANTAINE;100 % des mouvements sous 60 s , aucun retard superieur a 5 min , dispersion 0.0 pt
France;fr_sncf;La Crau;fr_sncf|UIC87755611;1.5;6;66.7;83.3;16.7;A_QUALIFIER;
France;fr_sncf;Le Buisson;fr_sncf|UIC87595751;3.3;13;7.7;84.6;84.6;A_QUALIFIER;
France;fr_sncf;Bédarrides;fr_sncf|UIC87765198;3.3;13;53.8;92.3;46.2;A_QUALIFIER;
Etats-Unis;us_mbta;Roslindale Village;us_mbta|roslindalevillage@42.29,-71.13;6;24;100;100;0;EXCLUE;source rejetee en bloc
Etats-Unis;us_mbta;Hersey;us_mbta|hersey@42.28,-71.22;7.8;31;100;100;0;EXCLUE;source rejetee en bloc
Etats-Unis;us_mbta;Needham Junction;us_mbta|needhamjunction@42.27,-71.24;7.3;29;100;100;0;EXCLUE;source rejetee en bloc
Etats-Unis;us_mta_lirr;;us_mta_lirr|140;7.8;31;25.8;71;64.5;A_QUALIFIER;
France;fr_sncf;L'Isle-d'Abeau;fr_sncf|UIC87761239;2.6;13;76.9;84.6;7.7;A_QUALIFIER;
France;fr_sncf;Saint-Quentin-Fallavier;fr_sncf|UIC87723387;3.2;16;75;81.3;6.3;A_QUALIFIER;
France;fr_sncf;Coutras;fr_sncf|UIC87584516;3.4;17;58.8;88.2;41.2;A_QUALIFIER;
France;fr_sncf;Chalon-sur-Saône;fr_sncf|UIC87725002;1.4;7;42.9;85.7;57.1;A_QUALIFIER;
France;fr_sncf;Veynes Dévoluy;fr_sncf|UIC87763300;2.4;12;33.3;66.7;50;A_QUALIFIER;
France;fr_sncf;Quimperlé;fr_sncf|UIC87476317;1.6;8;75;87.5;12.5;A_QUALIFIER;
Etats-Unis;us_mbta;Kingston;us_mbta|kingston@41.98,-70.72;7;35;100;100;0;EXCLUE;source rejetee en bloc
Allemagne;de_gtfsde;Mühlen(Oldb);de_gtfsde|mhlenoldb@52.62,8.21;6.8;41;26.8;56.1;41.5;A_QUALIFIER;
Etats-Unis;us_mbta;Newtonville;us_mbta|newtonville@42.35,-71.21;4.7;28;100;100;0;EXCLUE;source rejetee en bloc
Allemagne;de_gtfsde;Jaromer;de_gtfsde|jaromer@50.34,15.91;2.3;9;66.7;100;33.3;QUARANTAINE;aucun retard superieur a 5 min
Allemagne;de_gtfsde;;de_gtfsde|449435;4.3;17;23.5;47.1;41.2;A_QUALIFIER;
Allemagne;de_gtfsde;;de_gtfsde|82194;6.3;25;48;72;40;A_QUALIFIER;
Allemagne;de_gtfsde;;de_gtfsde|575165;5.5;22;81.8;95.5;18.2;A_QUALIFIER;
Allemagne;de_gtfsde;Nordholz(b Bremerhaven);de_gtfsde|nordholzbbremerhaven@53.78,8.62;4.5;18;100;100;0;QUARANTAINE;100 % des mouvements sous 60 s , aucun retard superieur a 5 min , dispersion 0.0 pt
France;fr_sncf;Montargis;fr_sncf|UIC87684001;3;12;66.7;83.3;16.7;A_QUALIFIER;
France;fr_sncf;Châtellerault;fr_sncf|UIC87575142;2;8;62.5;62.5;12.5;A_QUALIFIER;
France;fr_sncf;Bruxelles Midi;fr_sncf|UIC88140010;3.8;15;80;86.7;13.3;A_QUALIFIER;
France;fr_sncf;Logelbach;fr_sncf|UIC87182345;1.8;7;71.4;85.7;14.3;A_QUALIFIER;
Etats-Unis;us_mbta;Highland;us_mbta|highland@42.28,-71.15;6;24;100;100;0;EXCLUE;source rejetee en bloc
Etats-Unis;us_mbta;Bellevue;us_mbta|bellevue@42.29,-71.15;7.5;30;100;100;0;EXCLUE;source rejetee en bloc
France;fr_sncf;Brassac-les-Mines - Sainte-Florine;fr_sncf|UIC87734244;2.2;11;54.5;63.6;18.2;A_QUALIFIER;
France;fr_sncf;Vénissieux;fr_sncf|UIC87723320;4.2;21;76.2;90.5;14.3;A_QUALIFIER;
France;fr_sncf;Saint-Geniès-de-Malgoirès;fr_sncf|UIC87775361;2.2;11;54.5;81.8;27.3;A_QUALIFIER;
Etats-Unis;us_mbta;North Scituate;us_mbta|northscituate@42.22,-70.79;6;30;100;100;0;EXCLUE;source rejetee en bloc
Etats-Unis;us_mbta;West Newton;us_mbta|westnewton@42.35,-71.23;4.8;29;100;100;0;EXCLUE;source rejetee en bloc
Etats-Unis;us_mbta;Auburndale;us_mbta|auburndale@42.35,-71.25;5;30;100;100;0;EXCLUE;source rejetee en bloc
Allemagne;de_gtfsde;;de_gtfsde|466786;5;20;65;90;35;A_QUALIFIER;
Allemagne;de_gtfsde;Hammelburg;de_gtfsde|hammelburg@50.12,9.88;4.8;19;89.5;94.7;10.5;A_QUALIFIER;
Allemagne;de_gtfsde;Wörrstadt, Bahnhof;de_gtfsde|wrrstadtbahnhof@49.85,8.11;5.4;27;29.6;74.1;63;A_QUALIFIER;
Allemagne;de_gtfsde;Rüsselsheim Opelwerk Bahnhof;de_gtfsde|rsselsheimopelwerkbahnhof@49.99,8.40;5.5;22;40.9;72.7;50;A_QUALIFIER;
Allemagne;de_gtfsde;Neu Wokern, Bahnhof;de_gtfsde|neuwokernbahnhof@53.76,12.50;6.6;33;87.9;100;12.1;QUARANTAINE;aucun retard superieur a 5 min
France;fr_sncf;Jeumont;fr_sncf|UIC87295014;1.5;6;100;100;0;QUARANTAINE;100 % des mouvements sous 60 s , aucun retard superieur a 5 min , dispersion 0.0 pt
France;fr_sncf;Bléré - la Croix;fr_sncf|UIC87574475;1;4;50;50;0;QUARANTAINE;dispersion 0.0 pt
France;fr_sncf;Vichy;fr_sncf|UIC87732008;3.5;21;85.7;100;14.3;QUARANTAINE;aucun retard superieur a 5 min
Etats-Unis;us_mbta;Canton Center;us_mbta|cantoncenter@42.16,-71.15;9.3;37;100;100;0;EXCLUE;source rejetee en bloc
Etats-Unis;us_mbta;Abington;us_mbta|abington@42.11,-70.93;6.4;32;100;100;0;EXCLUE;source rejetee en bloc
Etats-Unis;us_mbta;Needham Center;us_mbta|needhamcenter@42.28,-71.24;7.5;30;100;100;0;EXCLUE;source rejetee en bloc
France;fr_sncf;La Ferté-Bernard;fr_sncf|UIC87396325;2;10;90;90;0;QUARANTAINE;dispersion 0.0 pt
France;fr_sncf;Connerré - Beillé;fr_sncf|UIC87396309;2.4;12;75;91.7;16.7;A_QUALIFIER;
Etats-Unis;us_mbta;Hanson;us_mbta|hanson@42.04,-70.88;6.2;31;100;100;0;EXCLUE;source rejetee en bloc
Etats-Unis;us_mbta;Whitman;us_mbta|whitman@42.08,-70.92;6;30;100;100;0;EXCLUE;source rejetee en bloc
Etats-Unis;us_mbta;East Weymouth;us_mbta|eastweymouth@42.22,-70.92;5.8;29;100;100;0;EXCLUE;source rejetee en bloc
Etats-Unis;us_mbta;West Hingham;us_mbta|westhingham@42.24,-70.90;6.2;31;100;100;0;EXCLUE;source rejetee en bloc
Etats-Unis;us_mbta;Greenbush;us_mbta|greenbush@42.18,-70.75;4.4;22;100;100;0;EXCLUE;source rejetee en bloc
Allemagne;de_gtfsde;;de_gtfsde|577125;4.8;19;26.3;47.4;63.2;A_QUALIFIER;
Allemagne;de_gtfsde;;de_gtfsde|369065;4.5;18;72.2;83.3;22.2;A_QUALIFIER;
Allemagne;de_gtfsde;;de_gtfsde|103689;3.5;14;50;85.7;50;A_QUALIFIER;
Allemagne;de_gtfsde;;de_gtfsde|612986;5.8;23;43.5;82.6;56.5;A_QUALIFIER;
Allemagne;de_gtfsde;;de_gtfsde|273134;4.3;17;52.9;76.5;41.2;A_QUALIFIER;
Allemagne;de_gtfsde;;de_gtfsde|532166;6.8;27;33.3;63;55.6;A_QUALIFIER;
Allemagne;de_gtfsde;Hagen Oberhagen;de_gtfsde|hagenoberhagen@51.35,7.48;5.5;22;13.6;59.1;81.8;A_QUALIFIER;
France;fr_sncf;Les Laumes - Alésia;fr_sncf|UIC87713115;1.8;7;57.1;100;42.9;QUARANTAINE;aucun retard superieur a 5 min
France;fr_sncf;Ygos;fr_sncf|UIC87671487;0.8;3;66.7;100;33.3;QUARANTAINE;aucun retard superieur a 5 min
France;fr_sncf;Futuroscope;fr_sncf|UIC87324095;2.3;9;44.4;55.6;22.2;A_QUALIFIER;
Etats-Unis;us_mbta;TF Green Airport;us_mbta|tfgreenairport@41.73,-71.44;5.3;21;100;100;0;EXCLUE;source rejetee en bloc
France;fr_sncf;Arvant;fr_sncf|UIC87734251;2.5;15;46.7;60;26.7;A_QUALIFIER;
France;fr_sncf;Hyères;fr_sncf|UIC87755629;1.8;9;88.9;88.9;0;QUARANTAINE;dispersion 0.0 pt
Pays-Bas;nl_ovapi;Soestdijk;nl_ovapi|soestdijk@52.18,5.30;7.2;36;44.4;94.4;55.6;A_QUALIFIER;
Pays-Bas;nl_ovapi;Soest;nl_ovapi|soest@52.17,5.31;7.6;38;78.9;94.7;21.1;A_QUALIFIER;
Pays-Bas;nl_ovapi;Soest Zuid;nl_ovapi|soestzuid@52.17,5.30;7.4;37;45.9;97.3;54.1;A_QUALIFIER;
Allemagne;de_gtfsde;;de_gtfsde|423043;3.3;13;84.6;92.3;15.4;A_QUALIFIER;
Allemagne;de_gtfsde;;de_gtfsde|538049;4.5;18;66.7;94.4;33.3;A_QUALIFIER;
Allemagne;de_gtfsde;;de_gtfsde|502562;5.8;23;78.3;95.7;21.7;A_QUALIFIER;
France;fr_sncf;Saint-Just-en-Chaussée;fr_sncf|UIC87313270;1.5;6;66.7;83.3;16.7;A_QUALIFIER;
France;fr_sncf;Villefranche-sur-Cher;fr_sncf|UIC87576884;1;4;100;100;0;QUARANTAINE;100 % des mouvements sous 60 s , aucun retard superieur a 5 min , dispersion 0.0 pt
France;fr_sncf;Saint-Malo;fr_sncf|UIC87478107;1.3;5;80;100;20;QUARANTAINE;aucun retard superieur a 5 min
France;fr_sncf;Hennebont;fr_sncf|UIC87476259;0.8;3;100;100;0;QUARANTAINE;100 % des mouvements sous 60 s , aucun retard superieur a 5 min , dispersion 0.0 pt
Etats-Unis;us_mbta;Forge Park/495;us_mbta|forgepark495@42.09,-71.44;3.5;21;100;100;0;EXCLUE;source rejetee en bloc
Etats-Unis;us_mbta;New Bedford;us_mbta|newbedford@41.64,-70.93;5;25;100;100;0;EXCLUE;source rejetee en bloc
Etats-Unis;us_mbta;Weymouth Landing/East Braintree;us_mbta|weymouthlandingeastbraintree@42.22,-70.97;5.8;29;100;100;0;EXCLUE;source rejetee en bloc
France;fr_sncf;Le Creusot-TGV;fr_sncf|UIC87694109;1.5;9;33.3;77.8;44.4;A_QUALIFIER;
Allemagne;de_gtfsde;;de_gtfsde|541360;5.5;22;54.5;72.7;31.8;A_QUALIFIER;
Allemagne;de_gtfsde;;de_gtfsde|530125;6.3;25;56;76;32;A_QUALIFIER;
Allemagne;de_gtfsde;;de_gtfsde|329613;4.5;18;38.9;77.8;55.6;A_QUALIFIER;
Allemagne;de_gtfsde;;de_gtfsde|282870;5;20;45;80;50;A_QUALIFIER;
Allemagne;de_gtfsde;;de_gtfsde|340040;4.5;18;44.4;88.9;50;A_QUALIFIER;
Allemagne;de_gtfsde;Kruft;de_gtfsde|kruft@50.39,7.34;5;20;55;85;40;A_QUALIFIER;
France;fr_sncf;Cahors;fr_sncf|UIC87613000;2;8;50;50;25;A_QUALIFIER;
France;fr_sncf;Clermont de l'Oise;fr_sncf|UIC87313304;1.5;6;83.3;83.3;0;QUARANTAINE;dispersion 0.0 pt
France;fr_sncf;Muret;fr_sncf|UIC87611038;2.3;9;44.4;66.7;22.2;A_QUALIFIER;
France;fr_sncf;Dormans;fr_sncf|UIC87171512;1;4;50;50;50;A_QUALIFIER;
France;fr_sncf;Montluçon;fr_sncf|UIC87641001;1.5;6;100;100;0;QUARANTAINE;100 % des mouvements sous 60 s , aucun retard superieur a 5 min , dispersion 0.0 pt
France;fr_sncf;Alençon;fr_sncf|UIC87444711;1.8;7;57.1;57.1;14.3;A_QUALIFIER;
France;fr_sncf;Saint-Marcel;fr_sncf|UIC87751701;2.5;10;60;90;30;A_QUALIFIER;
France;fr_sncf;La Penne-sur-Huveaune;fr_sncf|UIC87751743;2.5;10;50;90;40;A_QUALIFIER;
France;fr_sncf;Le Grand-Lemps;fr_sncf|UIC87747220;1;4;75;75;25;A_QUALIFIER;
France;fr_sncf;Châbons;fr_sncf|UIC87747212;1;4;75;75;25;A_QUALIFIER;
France;fr_sncf;Virieu sur Bourbre;fr_sncf|UIC87747204;1;4;100;100;0;QUARANTAINE;100 % des mouvements sous 60 s , aucun retard superieur a 5 min , dispersion 0.0 pt
Etats-Unis;us_mta_lirr;;us_mta_lirr|21;6.5;26;38.5;73.1;53.8;A_QUALIFIER;
Allemagne;de_gtfsde;Oberkirch Koehlersiedlung;de_gtfsde|oberkirchkoehlersiedlung@48.52,8.09;5.2;26;69.2;88.5;23.1;A_QUALIFIER;
France;fr_sncf;Cessieu;fr_sncf|UIC87723452;3.2;16;75;87.5;18.8;A_QUALIFIER;
France;fr_sncf;Saint-Priest;fr_sncf|UIC87723353;3.8;19;63.2;84.2;26.3;A_QUALIFIER;
Etats-Unis;us_mbta;South Weymouth;us_mbta|southweymouth@42.16,-70.95;6;30;100;100;0;EXCLUE;source rejetee en bloc
Allemagne;de_gtfsde;;de_gtfsde|232984;6.3;25;56;68;32;A_QUALIFIER;
Allemagne;de_gtfsde;;de_gtfsde|357458;4.8;19;68.4;84.2;21.1;A_QUALIFIER;
Allemagne;de_gtfsde;Rothenburg ob der Tauber;de_gtfsde|rothenburgobdertauber@49.38,10.19;4.6;23;78.3;100;21.7;QUARANTAINE;aucun retard superieur a 5 min
Allemagne;de_gtfsde;Schönebeck Süd;de_gtfsde|schnebecksd@52.01,11.74;4;20;40;80;50;A_QUALIFIER;
France;fr_sncf;Vic-le-Comte;fr_sncf|UIC87734186;1.5;6;83.3;83.3;0;QUARANTAINE;dispersion 0.0 pt
France;fr_sncf;Feurs;fr_sncf|UIC87726877;2.3;9;66.7;88.9;33.3;A_QUALIFIER;
France;fr_sncf;Montrond-les-Bains;fr_sncf|UIC87726885;2.8;11;63.6;90.9;36.4;A_QUALIFIER;
France;fr_sncf;Veauche - Saint-Galmier;fr_sncf|UIC87726208;2.8;11;81.8;90.9;18.2;A_QUALIFIER;
France;fr_sncf;Hautmont;fr_sncf|UIC87295568;1;4;50;100;50;QUARANTAINE;aucun retard superieur a 5 min
France;fr_sncf;Bourg-en-Bresse Gare Routière;fr_sncf|UIC87696013;4;16;68.8;100;31.3;QUARANTAINE;aucun retard superieur a 5 min
France;fr_sncf;La Possonnière;fr_sncf|UIC87484337;1;4;25;75;75;A_QUALIFIER;
France;fr_sncf;Lancey;fr_sncf|UIC87417501;3.3;13;76.9;92.3;15.4;A_QUALIFIER;
France;fr_sncf;Brignoud;fr_sncf|UIC87747451;3;12;83.3;91.7;8.3;A_QUALIFIER;
France;fr_sncf;Goncelin;fr_sncf|UIC87747477;3.3;13;84.6;92.3;7.7;A_QUALIFIER;
Pays-Bas;nl_ovapi;Gronau (Westf.);nl_ovapi|gronauwestf@52.22,7.02;4.8;19;78.9;94.7;15.8;A_QUALIFIER;
Pays-Bas;nl_ovapi;Stavoren;nl_ovapi|stavoren@52.89,5.36;5.5;22;90.9;100;9.1;QUARANTAINE;aucun retard superieur a 5 min
Pays-Bas;nl_ovapi;Koudum-Molkwerum;nl_ovapi|koudummolkwerum@52.90,5.41;5.8;23;78.3;100;21.7;QUARANTAINE;aucun retard superieur a 5 min
Pays-Bas;nl_ovapi;Hindeloopen;nl_ovapi|hindeloopen@52.95,5.42;6.3;25;52;100;48;QUARANTAINE;aucun retard superieur a 5 min
Pays-Bas;nl_ovapi;Workum;nl_ovapi|workum@52.97,5.46;6.5;26;38.5;100;61.5;QUARANTAINE;aucun retard superieur a 5 min
Pays-Bas;nl_ovapi;IJlst;nl_ovapi|ijlst@53.01,5.62;5.8;23;60.9;100;39.1;QUARANTAINE;aucun retard superieur a 5 min
Etats-Unis;us_mbta;Needham Heights;us_mbta|needhamheights@42.29,-71.24;4.8;19;100;100;0;EXCLUE;source rejetee en bloc
France;fr_sncf;Brioude;fr_sncf|UIC87734269;2.2;11;54.5;63.6;36.4;A_QUALIFIER;
Pays-Bas;nl_ovapi;Frankfurt Flughafen Fernb;nl_ovapi|frankfurtflughafenfernb@50.05,8.57;0.2;1;100;100;0;QUARANTAINE;100 % des mouvements sous 60 s , aucun retard superieur a 5 min , dispersion 0.0 pt
Allemagne;de_gtfsde;;de_gtfsde|63881;4.5;18;55.6;83.3;27.8;A_QUALIFIER;
Allemagne;de_gtfsde;;de_gtfsde|208869;4.3;17;64.7;88.2;29.4;A_QUALIFIER;
Allemagne;de_gtfsde;;de_gtfsde|662865;4.3;17;76.5;94.1;17.6;A_QUALIFIER;
France;fr_sncf;Elbeuf - Saint-Aubin;fr_sncf|UIC87411173;2.3;9;55.6;100;44.4;QUARANTAINE;aucun retard superieur a 5 min
France;fr_sncf;Serquigny;fr_sncf|UIC87444315;1.3;5;60;100;40;QUARANTAINE;aucun retard superieur a 5 min
Etats-Unis;us_mbta;Wickford Junction;us_mbta|wickfordjunction@41.58,-71.49;3.3;13;100;100;0;EXCLUE;source rejetee en bloc
Etats-Unis;us_mbta;Halifax;us_mbta|halifax@42.01,-70.82;6.3;38;100;100;0;EXCLUE;source rejetee en bloc
Etats-Unis;us_mbta;Nantasket Junction;us_mbta|nantasketjunction@42.24,-70.87;4.3;26;100;100;0;EXCLUE;source rejetee en bloc
Etats-Unis;us_mbta;Cohasset;us_mbta|cohasset@42.24,-70.84;5.5;33;100;100;0;EXCLUE;source rejetee en bloc
France;fr_sncf;Mâcon - Loché TGV;fr_sncf|UIC87725705;1.8;9;11.1;33.3;33.3;A_QUALIFIER;
Allemagne;de_gtfsde;;de_gtfsde|196613;3;12;66.7;83.3;33.3;A_QUALIFIER;
Allemagne;de_gtfsde;;de_gtfsde|221916;4.8;19;47.4;78.9;42.1;A_QUALIFIER;
France;fr_sncf;La Roche-sur-Foron;fr_sncf|UIC87746305;0.5;2;100;100;0;QUARANTAINE;100 % des mouvements sous 60 s , aucun retard superieur a 5 min , dispersion 0.0 pt
France;fr_sncf;Surgères;fr_sncf|UIC87485227;0.8;3;33.3;100;66.7;QUARANTAINE;aucun retard superieur a 5 min
France;fr_sncf;Montréjeau - Gourdan-Polignan;fr_sncf|UIC87611152;0.8;3;66.7;66.7;0;QUARANTAINE;dispersion 0.0 pt
France;fr_sncf;Saint-Césaire;fr_sncf|UIC87775072;2;8;87.5;87.5;0;QUARANTAINE;dispersion 0.0 pt
France;fr_sncf;Briançon;fr_sncf|UIC87763607;1.5;6;100;100;0;QUARANTAINE;100 % des mouvements sous 60 s , aucun retard superieur a 5 min , dispersion 0.0 pt
Pays-Bas;nl_ovapi;Kesteren;nl_ovapi|kesteren@51.93,5.58;3.8;15;73.3;100;26.7;QUARANTAINE;aucun retard superieur a 5 min
Pays-Bas;nl_ovapi;Opheusden;nl_ovapi|opheusden@51.93,5.64;3.3;13;100;100;0;QUARANTAINE;100 % des mouvements sous 60 s , aucun retard superieur a 5 min , dispersion 0.0 pt
Pays-Bas;nl_ovapi;Hemmen-Dodewaard;nl_ovapi|hemmendodewaard@51.92,5.67;4;16;100;100;0;QUARANTAINE;100 % des mouvements sous 60 s , aucun retard superieur a 5 min , dispersion 0.0 pt
Pays-Bas;nl_ovapi;Zetten-Andelst;nl_ovapi|zettenandelst@51.92,5.72;4.3;17;94.1;100;5.9;QUARANTAINE;aucun retard superieur a 5 min
Pays-Bas;nl_ovapi;Enschede De Eschmarke;nl_ovapi|enschededeeschmarke@52.22,6.95;2.5;10;90;90;0;QUARANTAINE;dispersion 0.0 pt
Pays-Bas;nl_ovapi;Glanerbrug;nl_ovapi|glanerbrug@52.22,6.97;2.5;10;90;90;0;QUARANTAINE;dispersion 0.0 pt
Allemagne;de_gtfsde;Laufach;de_gtfsde|laufach@50.01,9.28;5;25;60;80;32;A_QUALIFIER;
Allemagne;de_gtfsde;;de_gtfsde|545832;3.8;15;80;100;20;QUARANTAINE;aucun retard superieur a 5 min
France;fr_sncf;Figeac;fr_sncf|UIC87613091;1;4;25;50;50;A_QUALIFIER;
France;fr_sncf;Rochefort;fr_sncf|UIC87485144;1.3;5;60;80;40;A_QUALIFIER;
France;fr_sncf;Saint-Sulpice;fr_sncf|UIC87615344;1.8;7;14.3;57.1;42.9;A_QUALIFIER;
France;fr_sncf;Saint-Gaudens;fr_sncf|UIC87611137;1.3;5;40;80;40;A_QUALIFIER;
France;fr_sncf;Boussens;fr_sncf|UIC87611095;1.5;6;66.7;83.3;16.7;A_QUALIFIER;
France;fr_sncf;Castelnau-d'Estrétefonds;fr_sncf|UIC87611665;1.8;7;57.1;71.4;14.3;A_QUALIFIER;
France;fr_sncf;Siorac-en-Périgord;fr_sncf|UIC87595769;2.5;10;10;90;80;A_QUALIFIER;
France;fr_sncf;Mehun-sur-Yèvre;fr_sncf|UIC87576116;1.8;7;100;100;0;QUARANTAINE;100 % des mouvements sous 60 s , aucun retard superieur a 5 min , dispersion 0.0 pt
France;fr_sncf;Vendôme;fr_sncf|UIC87574558;1.5;6;66.7;66.7;16.7;A_QUALIFIER;
Etats-Unis;us_mbta;Wakefield;us_mbta|wakefield@42.50,-71.08;5.8;23;100;100;0;EXCLUE;source rejetee en bloc
Allemagne;de_gtfsde;Zeutern;de_gtfsde|zeutern@49.18,8.68;5.6;28;71.4;100;28.6;QUARANTAINE;aucun retard superieur a 5 min
France;fr_sncf;Pont de Lignon;fr_sncf|UIC87726786;1.2;6;50;66.7;33.3;A_QUALIFIER;
France;fr_sncf;Chagny;fr_sncf|UIC87713578;1;5;40;80;60;A_QUALIFIER;
France;fr_sncf;Saint-Étienne La Terrasse;fr_sncf|UIC87726158;1.5;9;77.8;88.9;22.2;A_QUALIFIER;
Allemagne;de_gtfsde;Schortens-Heidmühle;de_gtfsde|schortensheidmhle@53.54,7.95;6.6;33;51.5;54.5;18.2;A_QUALIFIER;
Allemagne;de_gtfsde;Neuendettelsau;de_gtfsde|neuendettelsau@49.28,10.78;5;25;84;100;16;QUARANTAINE;aucun retard superieur a 5 min
France;fr_sncf;Villeneuve-la-Guyard;fr_sncf|UIC87683102;2;8;62.5;87.5;37.5;A_QUALIFIER;
France;fr_sncf;Champigny;fr_sncf|UIC87683128;1.5;6;66.7;83.3;33.3;A_QUALIFIER;
France;fr_sncf;Pont-sur-Yonne;fr_sncf|UIC87683136;1.5;6;66.7;83.3;33.3;A_QUALIFIER;
France;fr_sncf;Étigny - Véron;fr_sncf|UIC87683201;1;4;50;100;50;QUARANTAINE;aucun retard superieur a 5 min
France;fr_sncf;Villeneuve-sur-Yonne;fr_sncf|UIC87683219;0.8;3;33.3;100;66.7;QUARANTAINE;aucun retard superieur a 5 min
France;fr_sncf;Saint-Julien-du-Sault;fr_sncf|UIC87683227;1;4;25;75;75;A_QUALIFIER;
France;fr_sncf;Woerth (Rhein);fr_sncf|UIC80191031;3.8;15;93.3;93.3;0;QUARANTAINE;dispersion 0.0 pt
France;fr_sncf;Batz-sur-Mer;fr_sncf|UIC87481770;0.5;2;50;50;50;A_QUALIFIER;
France;fr_sncf;La Baule les Pins;fr_sncf|UIC87481697;0.3;1;100;100;0;QUARANTAINE;100 % des mouvements sous 60 s , aucun retard superieur a 5 min , dispersion 0.0 pt
France;fr_sncf;Coarraze - Nay;fr_sncf|UIC87672139;2.8;11;63.6;72.7;9.1;A_QUALIFIER;
France;fr_sncf;Chorges;fr_sncf|UIC87763425;2;8;12.5;62.5;62.5;A_QUALIFIER;
France;fr_sncf;Embrun;fr_sncf|UIC87763466;2;8;12.5;62.5;50;A_QUALIFIER;
France;fr_sncf;Mont-Dauphin - Guillestre;fr_sncf|UIC87763508;1.8;7;42.9;71.4;28.6;A_QUALIFIER;
France;fr_sncf;L'Argentière les Écrins;fr_sncf|UIC87763557;1;4;100;100;0;QUARANTAINE;100 % des mouvements sous 60 s , aucun retard superieur a 5 min , dispersion 0.0 pt
Pays-Bas;nl_ovapi;Berlin Südkreuz;nl_ovapi|berlinsdkreuz@52.48,13.37;2.3;9;11.1;11.1;44.4;A_QUALIFIER;
Etats-Unis;us_mbta;Wilmington;us_mbta|wilmington@42.55,-71.17;6;30;100;100;0;EXCLUE;source rejetee en bloc
Etats-Unis;us_mbta;Reading;us_mbta|reading@42.52,-71.11;5.8;23;100;100;0;EXCLUE;source rejetee en bloc
